docid,title,body,url
wiki_000010_4,Topology,"Kazimierz Kuratowski. Modern topology depends strongly on the ideas of set theory, developed by Georg Cantor in the later part of the 19th century. In addition to establishing the basic ideas of set theory, Cantor considered point sets in Euclidean space as part of his study of Fourier series. For further developments, see point-set topology and algebraic topology. The 2022 Abel Prize was awarded to Dennis Sullivan ""for his groundbreaking contributions to topology in its broadest sense, and in particular its algebraic, geometric and dynamical aspects"". Concepts Topologies on sets The term ""topology"" also refers to a specific mathematical idea central to the area of mathematics called topology. Informally, a topology describes how elements of a set relate spatially to each other. The same set can have different topologies. For instance, the real line, the complex plane, and the Cantor set can be thought of as the same set with different topologies. Formally, let X be a set and let τ be a family of subsets of X. Then τ is called a topology on X if: Both the empty set and X are elements of τ. Any union of elements of τ is an element of τ. Any intersection of finitely many elements of τ is an element of τ. If τ is a topology on X, then the pair (X, τ) is called a topological space. The notation Xτ may be used to denote a set X endowed with the particular topology τ. By definition, every topology is",https://en.wikipedia.org/wiki/Topology
wiki_000011_5,Topology,"a π-system. The members of τ are called open sets in X. A subset of X is said to be closed if its complement is in τ (that is, its complement is open). A subset of X may be open, closed, both (a clopen set), or neither. The empty set and X itself are always both closed and open. An open subset of X which contains a point x is called an open neighborhood of x. Continuous functions and homeomorphisms A function or map from one topological space to another is called continuous if the inverse image of any open set is open. If the function maps the real numbers to the real numbers (both spaces with the standard topology), then this definition of continuous is equivalent to the definition of continuous in calculus. If a continuous function is one-to-one and onto, and if the inverse of the function is also continuous, then the function is called a homeomorphism and the domain of the function is said to be homeomorphic to the range. Another way of saying this is that the function has a natural extension to the topology. If two spaces are homeomorphic, they have identical topological properties and are considered topologically the same. The cube and the sphere are homeomorphic, as are the coffee cup and the doughnut. However, the sphere is not homeomorphic to the doughnut. Manifolds While topological spaces can be extremely varied and exotic, many areas of topology focus on the more familiar class of",https://en.wikipedia.org/wiki/Topology
wiki_000012_0,Genetics,"Genetics is the study of genes, genetic variation, and heredity in organisms. It is an important branch in biology because heredity is vital to organisms' evolution. Gregor Mendel, a Moravian Augustinian friar working in the 19th century in Brno, was the first to study genetics scientifically. Mendel studied ""trait inheritance"", patterns in the way traits are handed down from parents to offspring over time. He observed that organisms (pea plants) inherit traits by way of discrete ""units of inheritance"". This term, still used today, is a somewhat ambiguous definition of what is referred to as a gene. Trait inheritance and molecular inheritance mechanisms of genes are still primary principles of genetics in the 21st century, but modern genetics has expanded to study the function and behavior of genes. Gene structure and function, variation, and distribution are studied within the context of the cell, the organism (e.g. dominance), and within the context of a population. Genetics has given rise to a number of subfields, including molecular genetics, epigenetics, population genetics, and paleogenetics. Organisms studied within the broad field span the domains of life (archaea, bacteria, and eukarya). Genetic processes work in combination with an organism's environment and experiences to influence development and behavior, often referred to as nature versus nurture. The intracellular or extracellular environment of a living cell or organism may increase or decrease gene transcription. A classic example is two seeds of genetically identical corn, one placed in a temperate climate and one in an arid climate (lacking sufficient",https://en.wikipedia.org/wiki/Genetics
wiki_000013_1,Genetics,"waterfall or rain). While the average height the two corn stalks could grow to is genetically determined, the one in the arid climate only grows to half the height of the one in the temperate climate due to lack of water and nutrients in its environment. Etymology William Bateson coined genetics from the ancient Greek γενετικός genetikos meaning ""genitive""/""generative"", which in turn derives from γένεσις genesis meaning ""origin"". History The observation that living things inherit traits from their parents has been used since prehistoric times to improve crop plants and animals through selective breeding. The modern science of genetics, seeking to understand this process, began with the work of the Augustinian friar Gregor Mendel in the mid-19th century. Prior to Mendel, Imre Festetics, a Hungarian noble, who lived in Kőszeg before Mendel, was the first who used the word ""genetic"" in hereditarian context, and is considered the first geneticist. He described several rules of biological inheritance in his work The genetic laws of nature (Die genetischen Gesetze der Natur, 1819). His second law is the same as that which Mendel published. In his third law, he developed the basic principles of mutation (he can be considered a forerunner of Hugo de Vries). Festetics argued that changes observed in the generation of farm animals, plants, and humans are the result of scientific laws. Festetics empirically deduced that organisms inherit their characteristics, not acquire them. He recognized recessive traits and inherent variation by postulating that traits of past generations could reappear later,",https://en.wikipedia.org/wiki/Genetics
wiki_000014_2,Genetics,"and organisms could produce progeny with different attributes. These observations represent an important prelude to Mendel's theory of particulate inheritance insofar as it features a transition of heredity from its status as myth to that of a scientific discipline, by providing a fundamental theoretical basis for genetics in the twentieth century. Other theories of inheritance preceded Mendel's work. A popular theory during the 19th century, and implied by Charles Darwin's 1859 On the Origin of Species, was blending inheritance: the idea that individuals inherit a smooth blend of traits from their parents. Mendel's work provided examples where traits were definitely not blended after hybridization, showing that traits are produced by combinations of distinct genes rather than a continuous blend. Blending of traits in the progeny is now explained by the action of multiple genes with quantitative effects. Another theory that had some support at that time was the inheritance of acquired characteristics: the belief that individuals inherit traits strengthened by their parents. This theory (commonly associated with Jean-Baptiste Lamarck) is now known to be wrong—the experiences of individuals do not affect the genes they pass to their children. Other theories included Darwin's pangenesis (which had both acquired and inherited aspects) and Francis Galton's reformulation of pangenesis as both particulate and inherited. Mendelian genetics Modern genetics started with Mendel's studies of the nature of inheritance in plants. In his paper ""Versuche über Pflanzenhybriden"" (""Experiments on Plant Hybridization""), presented in 1865 to the Naturforschender Verein (Society for Research in Nature) in Brno,",https://en.wikipedia.org/wiki/Genetics
wiki_000015_3,Genetics,"Mendel traced the inheritance patterns of certain traits in pea plants and described them mathematically. Although this pattern of inheritance could only be observed for a few traits, Mendel's work suggested that heredity was particulate, not acquired, and that the inheritance patterns of many traits could be explained through simple rules and ratios. The importance of Mendel's work did not gain wide understanding until 1900, after his death, when Hugo de Vries and other scientists rediscovered his research. William Bateson, a proponent of Mendel's work, coined the word genetics in 1905. The adjective genetic, derived from the Greek word genesis—γένεσις, ""origin"", predates the noun and was first used in a biological sense in 1860. Bateson both acted as a mentor and was aided significantly by the work of other scientists from Newnham College at Cambridge, specifically the work of Becky Saunders, Nora Darwin Barlow, and Muriel Wheldale Onslow. Bateson popularized the usage of the word genetics to describe the study of inheritance in his inaugural address to the Third International Conference on Plant Hybridization in London in 1906. After the rediscovery of Mendel's work, scientists tried to determine which molecules in the cell were responsible for inheritance. In 1900, Nettie Stevens began studying the mealworm. Over the next 11 years, she discovered that females only had the X chromosome and males had both X and Y chromosomes. She was able to conclude that sex is a chromosomal factor and is determined by the male. In 1911, Thomas Hunt Morgan argued",https://en.wikipedia.org/wiki/Genetics
wiki_000016_4,Genetics,"that genes are on chromosomes, based on observations of a sex-linked white eye mutation in fruit flies. In 1913, his student Alfred Sturtevant used the phenomenon of genetic linkage to show that genes are arranged linearly on the chromosome. Molecular genetics Although genes were known to exist on chromosomes, chromosomes are composed of both protein and DNA, and scientists did not know which of the two was responsible for inheritance. In 1928, Frederick Griffith discovered the phenomenon of transformation: dead bacteria could transfer genetic material to ""transform"" other still-living bacteria. Sixteen years later, in 1944, the Avery–MacLeod–McCarty experiment identified DNA as the molecule responsible for transformation. The role of the nucleus as the repository of genetic information in eukaryotes had been established by Hämmerling in 1943 in his work on the single celled alga Acetabularia. The Hershey–Chase experiment in 1952 confirmed that DNA (rather than protein) is the genetic material of the viruses that infect bacteria, providing further evidence that DNA is the molecule responsible for inheritance. James Watson and Francis Crick determined the structure of DNA in 1953, using the X-ray crystallography work of Rosalind Franklin and Maurice Wilkins that indicated DNA has a helical structure (i.e., shaped like a corkscrew). Their double-helix model had two strands of DNA with the nucleotides pointing inward, each matching a complementary nucleotide on the other strand to form what look like rungs on a twisted ladder. This structure showed that genetic information exists in the sequence of nucleotides on each strand of",https://en.wikipedia.org/wiki/Genetics
wiki_000017_5,Genetics,"DNA. The structure also suggested a simple method for replication: if the strands are separated, new partner strands can be reconstructed for each based on the sequence of the old strand. This property is what gives DNA its semi-conservative nature where one strand of new DNA is from an original parent strand. Although the structure of DNA showed how inheritance works, it was still not known how DNA influences the behavior of cells. In the following years, scientists tried to understand how DNA controls the process of protein production. It was discovered that the cell uses DNA as a template to create matching messenger RNA, molecules with nucleotides very similar to DNA. The nucleotide sequence of a messenger RNA is used to create an amino acid sequence in protein; this translation between nucleotide sequences and amino acid sequences is known as the genetic code. With the newfound molecular understanding of inheritance came an explosion of research. A notable theory arose from Tomoko Ohta in 1973 with her amendment to the neutral theory of molecular evolution through publishing the nearly neutral theory of molecular evolution. In this theory, Ohta stressed the importance of natural selection and the environment to the rate at which genetic evolution occurs. One important development was chain-termination DNA sequencing in 1977 by Frederick Sanger. This technology allows scientists to read the nucleotide sequence of a DNA molecule. In 1983, Kary Banks Mullis developed the polymerase chain reaction, providing a quick way to isolate and amplify a specific",https://en.wikipedia.org/wiki/Genetics
wiki_000018_0,Hinduism,"Hinduism () is an umbrella term for a range of Indian religious and spiritual traditions (sampradayas) that are unified by adherence to the concept of dharma, a cosmic order maintained by its followers through rituals and righteous living, as expounded in the Vedas. The word Hindu is an exonym, and while Hinduism has been called the oldest surviving religion in the world, it is also described by the 19th century term Sanātana Dharma (lit. 'eternal dharma'). Vaidika Dharma (lit. 'Vedic dharma') and Arya Dharma are historical endonyms for Hinduism. Hinduism entails diverse systems of thought, marked by a range of shared concepts that discuss theology, mythology, and other topics in textual sources. Hindu texts have been classified into Śruti (lit. 'heard') and Smṛti (lit. 'remembered'). The major Hindu scriptures are the Vedas, the Upanishads, the Puranas, the Mahabharata (including the Bhagavad Gita), the Ramayana, and the Agamas. Prominent themes in Hindu beliefs include karma (action, intent and consequences), saṃsāra (the cycle of death and rebirth) and the four Puruṣārthas, proper goals or aims of human life, namely: dharma (ethics/duties), artha (prosperity/work), kama (desires/passions) and moksha (liberation/emancipation from passions and ultimately saṃsāra). Hindu religious practices include devotion (bhakti), worship (puja), sacrificial rites (yajna), and meditation (dhyana) and Yoga. Hinduism has no central doctrinal authority and many Hindus do not claim to belong to any denomination. However, scholarly studies recognise four major denominations: Shaivism, Vaishnavism, Shaktism and Smartism. The six Āstika schools of Hindu philosophy that recognise the authority of the Vedas",https://en.wikipedia.org/wiki/Hinduism
wiki_000019_1,Hinduism,"are: Sankhya, Yoga, Nyaya, Vaisheshika, Mīmāṃsā, and Vedanta. While the traditional Itihasa-Purana and its derived Epic-Puranic chronology present Hinduism as a tradition existing for thousands of years, scholars regard Hinduism as a fusion or synthesis of Brahmanical orthopraxy with various Indian cultures, having diverse roots and no specific founder. This Hindu synthesis emerged after the Vedic period, between c. 500 to 200 BCE, and c. 300 CE, in the period of the second urbanisation and the early classical period of Hinduism when the epics and the first Purānas were composed. It flourished in the medieval period, with the decline of Buddhism in India. Since the 19th century, modern Hinduism, influenced by Western culture, has acquired a great appeal in the West, notably reflected in the popularisation of Yoga and various sects such as Transcendental Meditation and the ISKCON's Hare Krishna movement. Hinduism is the world's third-largest religion, with approximately 1.17 billion followers, or around 14.7% of the global population, known as Hindus, largely in India, Nepal, Mauritius, and in Bali, Indonesia. Significant numbers of Hindu communities are found in the countries of South Asia, in Southeast Asia, in the Caribbean, Middle East, North America, Europe, Oceania and Africa. Etymology The word Hindū is an exonym, derived from Sanskrit word Sindhu, the name of the Indus River as well as the country of the lower Indus basin (Sindh). The Proto-Iranian sound change *s > h occurred between 850 and 600 BCE. ""Hindu"" occurs in Avesta as heptahindu, equivalent to Rigvedic sapta",https://en.wikipedia.org/wiki/Hinduism
wiki_000020_2,Hinduism,"sindhu. The 6th-century BCE inscription of Darius I mentions Hindush (referring to Sindh) among his provinces. Hindustan (spelt ""hndstn"") is found in a Sasanian inscription from the 3rd century CE. The term Hindu in these ancient records is a geographical term and did not refer to a religion. In Arabic texts, ""Hind"", a derivative of Persian ""Hindu"", was used to refer to the land beyond the Indus and therefore, all the people in that land were ""Hindus"", according to historian Romila Thapar. By the 13th century, Hindustan emerged as a popular alternative name of India. Among the earliest known records of 'Hindu' with connotations of religion may be in the 7th-century CE Chinese text Record of the Western Regions by Xuanzang. In the 14th century, 'Hindu' appeared in several texts in Persian, Sanskrit and Prakrit within India, and subsequently in vernacular languages, often in comparative contexts to contrast them with Muslims or ""Turks"". Examples include the 14th-century Persian text Futuhu's-salatin by 'Abd al-Malik Isami, Jain texts such as Vividha Tirtha Kalpa and Vidyatilaka, circa 1400 Apabhramsa text Kīrttilatā by Vidyapati, 16–18th century Bengali Gaudiya Vaishnava texts, etc. These native usages of ""Hindu"" were borrowed from Persian, and they did not always have a religious connotation, but they often did. In Indian texts, Hindu Dharma (""Hindu religion"") was often used to refer to Hinduism. Starting in the 17th century, European merchants and colonists adopted ""Hindu"" (often with the English spelling ""Hindoo"") to refer to residents of India as a religious community.",https://en.wikipedia.org/wiki/Hinduism
wiki_000021_3,Hinduism,"The term got increasingly associated with the practices of Brahmins, who were also referred to as ""Gentiles"" and ""Gentoos"". Terms such as ""Hindoo faith"" and ""Hindoo religion"" were often used, eventually leading to the appearance of ""Hindooism"" in a letter of Charles Grant in 1787, who used it along with ""Hindu religion"". The first Indian to use ""Hinduism"" may have been Raja Ram Mohan Roy in 1816–17. By the 1840s, the term ""Hinduism"" was used by those Indians who opposed British colonialism, and who wanted to distinguish themselves from Muslims and Christians. Before the British began to categorise communities strictly by religion, Indians generally did not define themselves exclusively through their religious beliefs; instead identities were largely segmented on the basis of locality, language, varna, jāti, occupation, and sect. Definitions ""Hinduism"" is an umbrella-term, referring to a broad range of sometimes opposite and often competitive traditions. In Western ethnography, the term refers to the fusion, or synthesis, of various Indian cultures and traditions, with diverse roots and no founder. This Hindu synthesis emerged after the Vedic period, between c. 500–200 BCE and c. 300 CE, in the period of the Second Urbanisation and the early classical period of Hinduism, when the epics and the first Puranas were composed. It flourished in the medieval period, with the decline of Buddhism in India. Hinduism's variations in belief and its broad range of traditions make it difficult to define as a religion according to traditional Western conceptions. Hinduism includes a diversity of ideas",https://en.wikipedia.org/wiki/Hinduism
wiki_000022_4,Hinduism,"on spirituality and traditions; Hindus can be polytheistic, pantheistic, panentheistic, pandeistic, henotheistic, monotheistic, monistic, agnostic, atheistic or humanist. According to Mahatma Gandhi, ""a man may not believe in God and still call himself a Hindu"". According to Wendy Doniger, ""ideas about all the major issues of faith and lifestyle – vegetarianism, nonviolence, belief in rebirth, even caste – are subjects of debate, not dogma."" Because of the wide range of traditions and ideas covered by the term Hinduism, arriving at a comprehensive definition is difficult. The religion ""defies our desire to define and categorize it"". Hinduism has been variously defined as a religion, a religious tradition, a set of religious beliefs, and ""a way of life"". From a Western lexical standpoint, Hinduism, like other faiths, is appropriately referred to as a religion. In India, the term (Hindu) dharma is used, which is broader than the Western term ""religion,"" and refers to the religious attitudes and behaviours, the 'right way to live', as preserved and transmitted in the various traditions collectively referred to as ""Hinduism."" The study of India and its cultures and religions, and the definition of ""Hinduism"", has been shaped by the interests of colonialism and by Western notions of religion. Since the 1990s, those influences and its outcomes have been the topic of debate among scholars of Hinduism, and have also been taken over by critics of the Western view on India. Typology Hinduism as it is commonly known can be subdivided into a number of major currents.",https://en.wikipedia.org/wiki/Hinduism
wiki_000023_5,Hinduism,"Of the historical division into six darsanas (philosophies), two schools, Vedanta and Yoga, are currently the most prominent. The six āstika schools of Hindu philosophy, which recognise the authority of the Vedas are: Sānkhya, Yoga, Nyāya, Vaisheshika, Mimāmsā, and Vedānta. Classified by primary deity or deities, four major Hinduism modern currents are Vaishnavism (God Vishnu), Shaivism (God Shiva), Shaktism (Goddess Adi Shakti) and Smartism (five deities treated as equals). Hinduism also accepts numerous divine beings, with many Hindus considering the deities to be aspects or manifestations of a single impersonal absolute or ultimate reality or Supreme God, while some Hindus maintain that a specific deity represents the supreme and various deities are lower manifestations of this supreme. Other notable characteristics include a belief in the existence of ātman (self), reincarnation of one's ātman, and karma as well as a belief in dharma (duties, rights, laws, conduct, virtues and right way of living), although variation exists, with some not following these beliefs. June McDaniel (2007) classifies Hinduism into six major kinds and numerous minor kinds, in order to understand the expression of emotions among the Hindus. The major kinds, according to McDaniel are Folk Hinduism, based on local traditions and cults of local deities and is the oldest, non-literate system; Vedic Hinduism based on the earliest layers of the Vedas, traceable to the 2nd millennium BCE; Vedantic Hinduism based on the philosophy of the Upanishads, including Advaita Vedanta, emphasising knowledge and wisdom; Yogic Hinduism, following the text of Yoga Sutras of",https://en.wikipedia.org/wiki/Hinduism
